time,usd,type
1496065269,10.55032418,eth
1496065269,1758.285057,eth
1496065290,175.8387364,eth
1496065305,87.91936818,eth
1496065313,350.798279,eth
1496065334,175.8387364,eth
1496065339,5273.052026,eth
1496065385,703.3549455,eth
1496065385,3.180591637,eth
1496065385,1047.119675,eth
1496065385,879.1936818,eth
1496065449,175.8387364,eth
1496065449,14.06709891,eth
1496065449,4041.514898,eth
1496065449,1649.06086,eth
1496065449,662.9124931,eth
1496065449,176.71793,eth
1496065449,87.91936818,eth
1496065449,156.4964754,eth
1496065449,1758.387364,eth
1496065482,734.6791586,eth
1496065482,131.7713088,eth
1496065482,265.1648144,eth
1496065482,6578.127127,eth
1496063740,5157.534223,eth
1496063740,120342.4652,eth
1496063740,18582.18959,eth
1496063740,5449.642838,eth
1496063740,171.9178074,eth
1496063740,4297.945186,eth
1496063740,34.38356149,eth
1496063755,173.1312583,eth
1496063755,81.86565591,eth
1496063758,85958.90372,eth
1496063803,515.7534223,eth
1496063835,171.9178074,eth
1496063835,222.8757928,eth
1496063835,1117.465748,eth
1496063835,1287.664378,eth
1496063864,189.1095882,eth
1496063864,2160.595444,eth
1496063906,1385.565009,eth
1496063906,103.1506845,eth
1496063906,6876.712298,eth
1496063924,171.9178074,eth
1496063942,899.1301329,eth
1496063942,51575.34223,eth
1496063942,189.1095882,eth
1496063942,537.8797966,eth
1496063960,395.4109571,eth
1496063960,385.6532702,eth
1496063971,171.9178074,eth
1496063971,504.5787649,eth
1496064005,856.1506811,eth
1496064005,5449.567049,eth
1496064017,5655.236276,eth
1496064034,515.7534223,eth
1496064050,1203.424652,eth
1496064050,18582.11378,eth
1496064050,5449.491206,eth
1496064079,1.719178074,eth
1496064079,174.6040318,eth
1496064084,342.1164368,eth
1496064110,1891.095882,eth
1496064127,171.9178074,eth
1496064173,1719.178074,eth
1496064173,85.95890372,eth
1496064173,859.5890372,eth
1496064182,171.9178074,eth
1496064197,4297.945186,eth
1496064216,84.92739688,eth
1496064280,30085.6163,eth
1496064280,85.95890372,eth
1496064280,2452.620469,eth
1496064280,36.10273956,eth
1496064280,407.4452036,eth
1496064280,195.9863005,eth
1496064285,172.0897253,eth
1496064331,342.1092163,eth
1496064347,42979.45186,eth
1496064347,24031.09232,eth
1496064347,345.7267108,eth
1496064355,171.5739718,eth
1496064355,5.157534223,eth
1496064381,171.9178074,eth
1496064387,378.2191764,eth
1496064445,139.7405142,eth
1496064507,32243.18479,eth
1496064507,1373.623281,eth
1496064507,6876.712298,eth
1496064507,171.9178074,eth
1496064507,517.4726004,eth
1496064507,34.38356149,eth
1496064507,1.719178074,eth
1496064529,1117.465748,eth
1496064596,8595.546537,eth
1496064596,85.95890372,eth
1496064596,577.4713083,eth
1496064596,214.8972593,eth
1496063740,515.7534223,eth
1496063740,1560.937876,eth
1496063740,857.5088318,eth
1496063740,195.9863005,eth
1496063740,34555.4793,eth
1496063740,859.5890372,eth
1496063740,34.28353627,eth
1496063740,687.6712298,eth
1496063740,859.5890372,eth
1496063740,9800.940335,eth
1496063740,1719.178074,eth
1496063740,515.7534223,eth
1496063755,17.19178074,eth
1496063764,9990.143791,eth
1496063776,359.2081923,eth
1496063796,2406.849304,eth
1496063796,285.3835604,eth
1496063796,171.8163759,eth
1496063803,171.9178074,eth
1496063803,1375.242434,eth
1496063803,186.9895287,eth
1496063807,342.1164368,eth
1496063835,42.97945186,eth
1496063835,52.51298196,eth
1496063835,154.7260267,eth
1496063835,859.5890372,eth
1496063835,2578.767112,eth
1496063845,2578.767112,eth
1496063864,770.1917774,eth
1496063869,1375.34246,eth
1496063906,67.80250746,eth
1496063906,9627.397217,eth
1496063906,171.7458896,eth
1496063906,171.9178074,eth
1496063906,257.8767112,eth
1496063906,859.5890372,eth
1496063906,135.8150679,eth
1496063906,6189.041068,eth
1496063924,2234.931497,eth
1496063924,1887.557501,eth
1496063924,1031.506845,eth
1496063942,2183.17649,eth
1496063942,1719.178074,eth
1496063942,1065.890406,eth
1496063960,254.3609989,eth
1496063960,61.31219436,eth
1496063960,653.9647116,eth
1496063971,17363.52373,eth
1496063982,1890.995857,eth
1496064005,4641.780801,eth
1496064005,171.9178074,eth
1496064005,24841.117,eth
1496064005,2406.849304,eth
1496064017,8595.890372,eth
1496064017,1375.34246,eth
1496064034,171.9178074,eth
1496064034,395.31709,eth
1496064050,17.19178074,eth
1496064050,343.8356149,eth
1496064050,343.8356149,eth
1496064050,21644.45196,eth
1496064050,1719.178074,eth
1496064050,104.8698625,eth
1496064079,225.9131938,eth
1496064084,1719.178074,eth
1496064084,171.9178074,eth
1496064110,206.2013437,eth
1496064173,2166.164374,eth
1496064173,515.7534223,eth
1496064173,847.4874196,eth
1496064173,148.0212322,eth
1496064173,515.4814793,eth
1496064173,6495.054765,eth
1496064173,103.1506845,eth
1496064173,2236.38489,eth
1496064173,8595.890372,eth
1496064173,343.8356149,eth
1496064173,859.489012,eth
1496064182,171.9178074,eth
1496064182,4817.036939,eth
1496064197,3782.019846,eth
1496064280,171.9178074,eth
1496064280,0.171917807,eth
1496064280,1358.150679,eth
1496064280,1719.178074,eth
1496064280,343.8356149,eth
1496064280,1719.178074,eth
1496064280,0.171917807,eth
1496064280,3438.356149,eth
1496064280,171.8177822,eth
1496064280,37.64607667,eth
1496064280,223.4931497,eth
1496064280,343.8356149,eth
1496064280,32.66438341,eth
1496064285,103.1506845,eth
1496064285,5694.713778,eth
1496064310,1719.178074,eth
1496064310,171.9178074,eth
1496064310,376.4999983,eth
1496064310,15.47260267,eth
1496064331,1717.458896,eth
1496064331,343.8356149,eth
1496064347,1359.218976,eth
1496064381,2578.767112,eth
1496064381,171.9178074,eth
1496064381,197.7054786,eth
1496064387,515.7534223,eth
1496064400,808.013695,eth
1496064400,849.3353366,eth
1496064419,171.8095389,eth
1496064419,1375.34246,eth
1496064419,343.8356149,eth
1496064424,1031.163009,eth
1496064432,0.171917807,eth
1496064432,85.95890372,eth
1496064432,859.5890372,eth
1496064445,859.5890372,eth
1496064445,171.9178074,eth
1496064507,171.9178074,eth
1496064507,558.4064829,eth
1496064507,253.8192943,eth
1496064507,343.8356149,eth
1496064507,42.97945186,eth
1496064507,171.812781,eth
1496064507,343.8356149,eth
1496064514,515.6729476,eth
1496064529,1031.506845,eth
1496064596,197.3013151,eth
1496064596,42979.45186,eth
1496064596,859.5890372,eth
1496064596,4043.506831,eth
1496064596,171.9178074,eth
1496064596,186.7842589,eth
1496064596,1719.178074,eth
1496064596,171.9178074,eth
1496064596,187.0031377,eth
1496063147,1694.612144,eth
1496063147,1017.248572,eth
1496063147,847.7071436,eth
1496063155,339.0828574,eth
1496063155,2034.497145,eth
1496063155,169.5414287,eth
1496063155,10172.48572,eth
1496063188,2543.121431,eth
1496063192,169.5414287,eth
1496063253,67816.57149,eth
1496063253,4747.160004,eth
1496063253,3390.828574,eth
1496063253,12715.60715,eth
1496063253,65.20563348,eth
1496063253,2170.130288,eth
1496063253,4238.535718,eth
1496063253,4238.535718,eth
1496063253,3729.911432,eth
1496063253,1356.33143,eth
1496063253,14.58056287,eth
1496063253,683.2519577,eth
1496063253,16106.43573,eth
1496063253,339.0828574,eth
1496063253,203.4497145,eth
1496063253,33908.28574,eth
1496063253,48925.84334,eth
1496063253,8968.522078,eth
1496063253,171.0094879,eth
1496063253,356.0370003,eth
1496063253,2543.121431,eth
1496063253,2361.712102,eth
1496063253,703.5969292,eth
1496063253,1775.098759,eth
1496063253,3136.516431,eth
1496063253,847.7071436,eth
1496063253,423.8535718,eth
1496063253,2882.204288,eth
1496063253,3390.828574,eth
1496063253,678.1657149,eth
1496063253,1695.414287,eth
1496063290,5086.242862,eth
1496063290,169.5414287,eth
1496063290,1271.560715,eth
1496063290,5086.242862,eth
1496063290,2543.121431,eth
1496063290,847.7071436,eth
1496063290,12037.44144,eth
1496063290,6103.491434,eth
1496063290,339.0828574,eth
1496063290,2543.121431,eth
1496063290,254.3121431,eth
1496063290,254.3121431,eth
1496063290,271.2662859,eth
1496063295,190.6593395,eth
1496063295,415.6121952,eth
1496063300,729.0281435,eth
1496063300,380.4648921,eth
1496063300,199.6342378,eth
1496063300,1.093538999,eth
1496063313,1525.872858,eth
1496063313,847.7071436,eth
1496063313,1695.414287,eth
1496063313,339.0828574,eth
1496063313,3729.911432,eth
1496063313,236.5102931,eth
1496063313,1.695414287,eth
1496063320,56.37252505,eth
1496063320,3746.509538,eth
1496063323,159.4571045,eth
1496063323,169.5414287,eth
1496063344,33908.28574,eth
1496063344,5374.388496,eth
1496063344,84.77071436,eth
1496063344,1271.560715,eth
1496063344,18325.4072,eth
1496063357,169.5414287,eth
1496063357,2187.08443,eth
1496063357,839.2300722,eth
1496063384,847.7071436,eth
1496063384,50.86242862,eth
1496063384,169541.4287,eth
1496063384,593.3950005,eth
1496063425,2034.497145,eth
1496063425,847.7071436,eth
1496063425,3390.828574,eth
1496063425,508.6242862,eth
1496063446,8137.988578,eth
1496063518,178.0185002,eth
1496063518,1695.414287,eth
1496063518,478.106829,eth
1496063518,847.7071436,eth
1496063518,84.77071436,eth
1496063518,84.77071436,eth
1496063518,3221.287146,eth
1496063518,169.5414287,eth
1496063518,508.6242862,eth
1496063518,534.8111466,eth
1496063518,254.3121431,eth
1496063518,50.86242862,eth
1496063518,847.7071436,eth
1496063518,338.991617,eth
1496063518,1017.248572,eth
1496063549,2034.497145,eth
1496063549,1695.414287,eth
1496063549,508.5207114,eth
1496063551,3390.828574,eth
1496063551,508.6242862,eth
1496063551,380.3936847,eth
1496063551,1186790.001,eth
1496063551,525.578429,eth
1496063553,423.8535718,eth
1496063577,8476.035689,eth
1496063577,50.86242862,eth
1496063585,2099.524214,eth
1496063606,169.5414287,eth
1496063640,32.21287146,eth
1496063640,1678.460144,eth
1496063640,4238.535718,eth
1496063655,1015.433826,eth
1496063699,718.8556578,eth
1496063699,7968.44715,eth
1496063699,169.5414287,eth
1496063699,339.0828574,eth
1496063155,7019.015149,eth
1496063253,339.0828574,eth
1496063253,847.7071436,eth
1496063253,101.7248572,eth
1496063253,339.0828574,eth
1496063290,169.5414287,eth
1496063290,339.0828574,eth
1496063344,508.6242862,eth
1496063344,2712.662859,eth
1496063344,61034.91434,eth
1496063384,23735.80002,eth
1496063384,1695.414287,eth
1496063425,508.6242862,eth
1496063425,1.695414287,eth
1496063425,169.5414287,eth
1496063425,3610.333862,eth
1496063425,339.0828574,eth
1496063518,847.7071436,eth
1496063518,169.5414287,eth
1496063518,50.86242862,eth
1496063518,508.6242862,eth
1496063518,16950.75204,eth
1496063549,508.6242862,eth
1496063551,178.8662073,eth
1496063551,339.0828574,eth
1496063551,169.4427861,eth
1496063551,16.95414287,eth
1496063577,3441.691003,eth
1496063577,3390.828574,eth
1496063577,84.67814474,eth
1496063585,339.0828574,eth
1496063592,303.4791574,eth
1496063606,6781.657149,eth
1496063640,5082.852033,eth
1496063640,16.95414287,eth
1496063640,2712.662859,eth
1496063655,3390.489491,eth
1496063699,3390.828574,eth
1496063699,8477.071436,eth
1496063699,1017.248572,eth
1496063699,339.0828574,eth
1496063699,448.5098489,eth
1496069293,92.22002703,eth
1496069293,17.56571943,eth
1496069293,56122.47359,eth
1496069293,17.56571943,eth
1496069386,175.6571943,eth
1496069410,8782.859717,eth
1496069489,1756.571943,eth
1496069889,1756.571943,eth
1496069900,175.6571943,eth
1496069931,87.82859717,eth
1496069110,281.7768526,eth
1496069110,8782.859717,eth
1496069114,175.6571943,eth
1496069293,23.64409892,eth
1496069293,175.5549935,eth
1496069293,702.5265765,eth
1496069299,1928.527521,eth
1496069299,0.188374775,eth
1496069301,61.48001802,eth
1496069301,133148.1533,eth
1496069301,1025.378269,eth
1496069301,87.7263963,eth
1496069320,4180.641225,eth
1496069347,41086.21776,eth
1496069347,12.2960036,eth
1496069386,1470.018319,eth
1496069386,1756.571943,eth
1496069416,87.82859717,eth
1496069489,351.2102978,eth
1496069489,2107.886332,eth
1496069489,1826.834821,eth
1496069489,177.3115654,eth
1496069553,649.9316191,eth
1496069571,173.9006224,eth
1496069610,526.971583,eth
1496069610,1244.531222,eth
1496069676,33.37486693,eth
1496069724,526.971583,eth
1496069724,603.4811236,eth
1496069724,1405.257555,eth
1496069768,1229.60036,eth
1496069840,351.2121878,eth
1496069840,1.675611543,eth
1496069869,39.81014485,eth
1496069869,1212.034641,eth
1496069889,1.654371075,eth
1496069916,544.5373025,eth
1496069931,452.4929326,eth
1496069945,244.8661289,eth
1496068278,177.7556456,eth
1496068640,2666.334684,eth
1496068791,8532.27099,eth
1496068893,17.77556456,eth
1496068959,10487.58309,eth
1496069041,1421.789019,eth
1496068208,373.2868558,eth
1496068208,83.8289837,eth
1496068208,0.177755646,eth
1496068208,1117.7275,eth
1496068208,515.3873177,eth
1496068241,193.7536537,eth
1496068241,10309.82745,eth
1496068255,533.2669369,eth
1496068255,1777.556456,eth
1496068282,88877.82281,eth
1496068295,177.6522221,eth
1496068295,533.2057516,eth
1496068322,711.0225825,eth
1496068351,17882.11453,eth
1496068383,221.6612901,eth
1496068390,1011.074112,eth
1496068456,17.58151228,eth
1496068456,220.4170006,eth
1496068456,533.2669369,eth
1496068466,3555.112913,eth
1496068478,17.77556456,eth
1496068489,15.82025246,eth
1496068561,3555.112913,eth
1496068592,88.87782281,eth
1496068604,711.9805235,eth
1496068613,159.0913028,eth
1496068640,27.79904348,eth
1496068640,177.7556456,eth
1496068648,888.7782281,eth
1496068686,21.33067748,eth
1496068686,5332.669369,eth
1496068710,230.7190014,eth
1496068726,1048.678326,eth
1496068759,23.92655812,eth
1496068759,1777.524848,eth
1496068759,179.4297803,eth
1496068791,21.33067748,eth
1496068813,1.777556456,eth
1496068813,1777.556456,eth
1496068893,177.7556456,eth
1496068893,177.7556456,eth
1496068907,8189.629542,eth
1496068944,3555.112913,eth
1496068944,177.7556456,eth
1496068959,1.706454198,eth
1496069006,264.2021267,eth
1496069006,88.87782281,eth
1496069026,888.6748063,eth
1496069041,1244.186098,eth
1496067372,357.4988491,eth
1496067350,357.4988491,eth
1496067445,3574.988491,eth
1496067548,1145.74134,eth
1496067587,178.7494245,eth
1496067755,10.72496547,eth
1496067914,0.893747123,eth
1496067914,893.7471227,eth
1496067914,1121.652639,eth
1496067914,164.1292045,eth
1496067964,35.74988491,eth
1496067970,536.2482736,eth
1496068025,353.9238606,eth
1496068142,178.7494245,eth
1496068142,530.8857909,eth
1496067309,4.525931854,eth
1496067374,176.7831809,eth
1496067440,491.2034186,eth
1496067440,536.1442736,eth
1496067440,552.0740648,eth
1496067440,178.7494245,eth
1496067465,532.9390701,eth
1496067492,44.68735613,eth
1496067492,536.2482736,eth
1496067524,178.6454245,eth
1496067543,536.2482736,eth
1496067543,8043.724104,eth
1496067587,1.683494255,eth
1496067587,1572.994936,eth
1496067679,285.9990793,eth
1496067679,1.787494245,eth
1496067698,178.7494245,eth
1496067698,123.2395057,eth
1496067755,89.37471227,eth
1496067755,178.6662667,eth
1496067755,536.1442736,eth
1496067755,1787.494245,eth
1496067755,1251.141972,eth
1496067775,175.174436,eth
1496067914,202.428752,eth
1496067914,176.5987508,eth
1496067914,335.5549584,eth
1496067914,178.824174,eth
1496067958,191.2618843,eth
1496067958,357.3948491,eth
1496067958,178.7494245,eth
1496067958,35570.05455,eth
1496067988,2681.241368,eth
1496068142,8.562097435,eth
1496068142,3.477391305,eth
1496068142,893.7471227,eth
1496068142,1.787494245,eth
1496068172,620.2605031,eth
1496068172,1801.794199,eth
1496068172,250.2491943,eth
1496066410,4451.273633,eth
1496066410,356.1018907,eth
1496066719,178.0509453,eth
1496066781,318711.1922,eth
1496066781,181.2558624,eth
1496066781,19585.60399,eth
1496066781,89.02547267,eth
1496066828,186.9534926,eth
1496066904,3561.018907,eth
1496067020,544.3915113,eth
1496067111,33.80949914,eth
1496067111,357.4051041,eth
1496067143,3561.018907,eth
1496067232,17.80509453,eth
1496067279,195.8560399,eth
1496066410,712.2037813,eth
1496066410,186.8745507,eth
1496066410,534.152836,eth
1496066410,1780.509453,eth
1496066410,177.6948434,eth
1496066428,356.1018907,eth
1496066428,890.1746109,eth
1496066465,178.0509453,eth
1496066465,2492.531121,eth
1496066465,0.786661126,eth
1496066465,64.09834032,eth
1496066494,8902.547267,eth
1496066494,534.3252214,eth
1496066494,908.0598212,eth
1496066591,3609.02989,eth
1496066607,320.4917016,eth
1496066676,890.1762062,eth
1496066676,178.0509453,eth
1496066676,2492.713235,eth
1496066676,161.9223892,eth
1496066676,445.1273633,eth
1496066676,1780.509453,eth
1496066719,180.6294749,eth
1496066719,1798.314548,eth
1496066781,17805.09453,eth
1496066781,53.4152836,eth
1496066785,2356.776144,eth
1496066811,47.18350051,eth
1496066852,1246.356617,eth
1496066852,1123.936622,eth
1496066904,17.80509453,eth
1496066904,890.1511331,eth
1496066904,4451.167355,eth
1496066904,7763.021217,eth
1496066913,177.9473517,eth
1496066913,1728.850968,eth
1496066913,1557.945772,eth
1496066931,355.1080423,eth
1496067020,14244.07563,eth
1496067020,355.3896869,eth
1496067020,888.3770014,eth
1496067020,1050.500577,eth
1496067020,534.152836,eth
1496067020,265.8300614,eth
1496067020,2148.971317,eth
1496067020,3561.018907,eth
1496067020,33.72608601,eth
1496067027,3561.018907,eth
1496067111,8.010371727,eth
1496067111,249.344481,eth
1496067111,181.6119642,eth
1496067143,267.076418,eth
1496067161,44.51273633,eth
1496067210,177.9473517,eth
1496067232,356.2244775,eth
1496067232,10772.15665,eth
1496067232,0.089025473,eth
1496067279,356.0182886,eth
1496067279,178.0509453,eth
1496072768,179.0676502,eth
1496072904,1.790676502,eth
1496072904,1155.290315,eth
1496072985,179.0676502,eth
1496073169,1155.196304,eth
1496073424,179.0676502,eth
1496072715,501.3894207,eth
1496072768,44.63475705,eth
1496072808,359.8454037,eth
1496072808,626.7367758,eth
1496072808,895.4617708,eth
1496072808,6983.638359,eth
1496072836,44587.84491,eth
1496072904,537.2029507,eth
1496072904,358.1353005,eth
1496072904,358.1353005,eth
1496072904,381.1776208,eth
1496072904,1790.676502,eth
1496072904,178.987077,eth
1496072909,186.2303562,eth
1496072932,71.62706009,eth
1496073259,69.63439707,eth
1496073323,393.9488305,eth
1496073323,2684.224077,eth
1496073424,89.53382512,eth
1496073424,35.70174528,eth
1496073436,150.4168262,eth
1496073520,358.1353005,eth
1496072194,394.3331181,eth
1496072384,0.178749706,eth
1496071834,363.9967851,eth
1496071903,357.535162,eth
1496071959,19658.89267,eth
1496071959,160.8747354,eth
1496071990,9298.450507,eth
1496072010,911.32977,eth
1496072036,1345.928592,eth
1496072194,86.23210785,eth
1496072218,5362.49118,eth
1496072231,1787.617922,eth
1496072238,1787.49706,eth
1496072291,1788.644308,eth
1496072321,3574.89012,eth
1496072366,2555.405797,eth
1496072366,0.074749552,eth
1496072366,2234.371325,eth
1496072384,12512.35085,eth
1496072408,357.499412,eth
1496072513,875.8735595,eth
1496072541,17.8749706,eth
1496072541,49.07025401,eth
1496072598,893.7485301,eth
1496072669,178.749706,eth
1496072669,714.998824,eth
1496072669,186.8470677,eth
1496072669,178.749706,eth
1496072693,178.749706,eth
1496070938,688.9560613,eth
1496070938,532.6979855,eth
1496070938,53269.79855,eth
1496071014,88.61577197,eth
1496071105,13317.44964,eth
1496071363,21997.23623,eth
1496071517,1775.659952,eth
1496071542,177.5659952,eth
1496070938,193.4436233,eth
1496070938,195.0239731,eth
1496070960,5317.888494,eth
1496071014,456.3446076,eth
1496071014,353.253019,eth
1496071031,372.8054712,eth
1496071064,248.4890818,eth
1496071105,1775.659952,eth
1496071105,6214.70652,eth
1496071221,0.169468986,eth
1496071221,177.4626837,eth
1496071261,177.5837518,eth
1496071261,177.5659952,eth
1496071336,177.5659952,eth
1496071395,177.2108632,eth
1496071395,445.6906479,eth
1496071517,0.069088975,eth
1496071517,175.5726748,eth
1496071593,177.5659952,eth
1496071593,355.1319904,eth
1496071593,3551.319904,eth
1496071616,1.775659952,eth
1496071638,214.8469505,eth
1496071675,1420.527961,eth
1496071704,587.2146117,eth
1496071723,639.3579973,eth
1496071780,9005.039244,eth
1496071780,4645.699649,eth
1496071794,1775.659952,eth
1496070095,535.5881333,eth
1496070280,2053.087844,eth
1496070428,519.3603627,eth
1496070520,541.122544,eth
1496070015,535.5881333,eth
1496070015,1249.705644,eth
1496070055,2213.764284,eth
1496070072,267.6901947,eth
1496070072,1785.293778,eth
1496070095,178.5293778,eth
1496070148,892.5430168,eth
1496070148,267.7940666,eth
1496070242,196.3823155,eth
1496070242,178.5293778,eth
1496070280,178.4255058,eth
1496070319,153.8373491,eth
1496070373,464.1763822,eth
1496070428,357.0587555,eth
1496070441,1785.293778,eth
1496070448,178.5293778,eth
1496070520,9640.586399,eth
1496070520,71411.64723,eth
1496070520,892.6468888,eth
1496070520,1785.213446,eth
1496070598,14103.82084,eth
1496070630,223.6487421,eth
1496070630,178.4255058,eth
1496070640,59.4042174,eth
1496070683,892.6468888,eth
1496070683,178.5293778,eth
1496070744,0.665511103,eth
1496070744,319.4637142,eth
1496070800,17495.87902,eth
1496070833,178.9674888,eth
1496076526,1292.518267,eth
1496076672,1292.518267,eth
1496076314,55.7289632,eth
1496076314,8.713517165,eth
1496076314,4616.136668,eth
1496076392,7418.131625,eth
1496076411,221.4656746,eth
1496076422,553.9364001,eth
1496076468,111.8128346,eth
1496076468,20656.28836,eth
1496076479,3341.344366,eth
1496076500,369.2909334,eth
1496076601,1846.454667,eth
1496076655,184.6454667,eth
1496076699,19.08010665,eth
1496076738,2769.759216,eth
1496076759,2769.581184,eth
1496076777,92.32273336,eth
1496076866,18.46454667,eth
1496076866,184.5380363,eth
1496076901,4616.136668,eth
1496076945,1.292518267,eth
1496077099,923.2273336,eth
1496077131,21.75574646,eth
1496077170,127.405372,eth
1496075638,91.01141203,eth
1496076079,91203.28752,eth
1496075420,91.20328752,eth
1496075626,212.3975321,eth
1496075626,18.15858184,eth
1496075629,346572.4926,eth
1496075719,183.9435657,eth
1496075927,912.1332061,eth
1496075941,12731.97894,eth
1496076015,82.08295877,eth
1496076020,404.9425966,eth
1496076079,182.406575,eth
1496076210,109.443945,eth
1496076210,565.3604129,eth
1496076210,181.129729,eth
1496076210,101.6767411,eth
